movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
1192,"Boys of St. Vincent, The",1993,71.0,['Documentary'],Jennie Livingston,"['Dorian Corey', 'Pepper LaBeija', 'Willi Ninja']","['transvestism', 'drag queen', 'homophobia', 'black', 'homosexuality', 'african american', 'new york city', 'transgender', 'gay man', 'transsexual', 'reading', 'shade', 'subculture', 'shoplifting', 'lgbt', 'drag', 'nyc', 'woman director', 'harlem', 'black lgbt', 'latino lgbt', 'voguing', 'vogue']","A chronicle of New York City's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",en,"['National Film Board of Canada', 'Cineplex Odeon Films']",['United States of America'],500000.0,3779620.0,8.2,67.0,4.101295
1193,Before the Rain (Pred dozhdot),1994,133.0,['Drama'],Miloš Forman,"['Jack Nicholson', 'Louise Fletcher', 'Danny DeVito']","['individual', 'rebel', 'self-destruction', 'wheelchair', 'lunatic asylum', 'dying and death', 'rage and hate', 'freedom', 'insanity', 'basic rights and human rights', 'psychiatrist']","While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",en,"['United Artists', 'Fantasy Films', 'Warner Bros.']",['United States of America'],3000000.0,108981275.0,8.3,3001.0,35.529554
1194,Once Were Warriors,1994,86.0,['Comedy'],Lou Adler,"['Cheech Marin', 'Tommy Chong', 'Strother Martin']","['smoking', 'ecstasy', 'drug traffic', 'drug mule', 'joint', 'pipe', 'friendship bracelet', 'marijuana', 'drug', 'hitchhike']","An unemployed pot-smoking slacker and amateur drummer, Anthony Stoner ditches his strict parents and hits the road, eventually meeting kindred spirit Pedro de Pacas. While the drug-ingesting duo is soon arrested for possession of marijuana, Anthony and Pedro get released on a technicality, allowing them to continue their many misadventures and ultimately compete in a rock band contest, where they perform the raucous tune ""Earache My Eye.""",en,['Paramount Pictures'],['United States of America'],,41590893.0,6.7,201.0,7.194364
1195,Strawberry and Chocolate (Fresa y chocolate),1993,108.0,"['Comedy', 'Drama']",Tomás Gutiérrez Alea,"['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']","['gay', 'cuba', 'artist', 'male friendship', 'havanna', 'homosexuality', 'social commentary', 'student']","Havana, Cuba, 1979. Flamboyantly gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David, an idealistic young communist, and fails dismally. But David conspires to become friends with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. But can it last? Strawberry and Chocolate became an instant hit when it was released, and has become a classic of Cuban cinema due to its charming and authentic exploration of a connection between two people under historical circumstances that seem levelled against them.",es,"['Miramax Films', 'Tabasco films', 'Instituto Mexicano de Cinematografía (IMCINE)', 'TeleMadrid']","['Cuba', 'Spain']",,,7.1,16.0,1.777197
1196,"Savage Nights (Nuits fauves, Les)",1992,124.0,"['Adventure', 'Action', 'Science Fiction']",Irvin Kershner,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['rebel', 'android', 'asteroid', 'space battle', 'snow storm', 'space colony', 'spaceship', 'lightsaber', 'jedi', 'good vs evil', 'rebellion', 'the force', 'space opera', 'stormtrooper', 'wookie', 'jedi master', 'jedi training', 'droid']","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",en,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],18000000.0,538400000.0,8.2,5998.0,19.470959
1197,"Family Thing, A",1996,98.0,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",Rob Reiner,"['Cary Elwes', 'Robin Wright', 'Mandy Patinkin']","['swashbuckler', 'evil prince', 'reference to socrates', 'reference to plato', 'screwball', 'impersonation']","In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",en,"['Act III Communications', 'The Princess Bride Ltd.', 'Buttercup Films Ltd.']",['United States of America'],16000000.0,30857814.0,7.6,1518.0,15.15267
1198,Purple Noon,1960,115.0,"['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman']","['saving the world', 'riddle', 'nepal', 'himalaya', 'cairo', 'moses', 'egypt', 'whip', 'treasure', 'medallion', 'leather jacket', 'nazis', 'hat', 'mediterranean', 'ark of the covet', 'ten commandments', 'treasure hunt', 'excavation', 'swastika', 'archaeologist', 'indiana jones', 'archeology']","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covet, he finds himself up against the entire Nazi regime.",en,"['Lucasfilm', 'Paramount Pictures']",['United States of America'],18000000.0,389925971.0,7.7,3949.0,19.901576
1199,Cemetery Man (Dellamorte Dellamore),1994,132.0,"['Comedy', 'Science Fiction']",Terry Gilliam,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond']","['bureaucracy', 'police state', 'terror', 'great britain', 'dream', 'dystopia', 'government', 'anarchic comedy']","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",en,['Embassy International Pictures'],['United Kingdom'],15000000.0,,7.6,877.0,9.837287
1200,Kim,1950,137.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']",James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'James Remar']","['android', 'extraterrestrial technology', 'space marine', 'spaceman', 'cryogenics', 'vacuum', 'space colony', 'warrior woman', 'settler', 'space travel', 'colony', 'alien', 'xenomorph']","When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",en,"['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']","['United Kingdom', 'United States of America']",18500000.0,183316455.0,7.7,3282.0,21.761179
1201,Marlene Dietrich: Shadow and Light (1996),1996,161.0,['Western'],Sergio Leone,"['Eli Wallach', 'Clint Eastwood', 'Lee Van Cleef']","['bounty hunter', 'refugee', 'gold', 'anti hero', 'gallows', 'hitman', 'army', 'outlaw', 'shootout', 'moral ambiguity', 'spaghetti western']","While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",it,"['United Artists', 'Constantin Film Produktion', 'Produzioni Europee Associati (PEA)', 'Arturo González Producciones Cinematográficas S.A.']","['United States of America', 'Italy', 'Spain', 'Germany']",1200000.0,6000000.0,8.1,2371.0,16.788787
1202,"Maybe, Maybe Not (Bewegte Mann, Der)",1994,107.0,"['Comedy', 'Drama']",Bruce Robinson,"['Richard E. Grant', 'Paul McGann', 'Richard Griffiths']","['flat', 'bath', 'darkness', 'uncle', 'money', 'rural setting', 'cigar smoking', 'cottage', 'poverty', 'cafe', 'strangulation', 'english countryside', 'cult film', 'farmer', 'english pub', 'unemployed', 'actors']","Two 'resting' actors living in a squalid Camden Flat - and living off a diet of booze and pills - take a trip to a country house (belonging to Withnail’s uncle) to 'rejuvenate'. Faced with bad weather, altercations with the locals, and the unexpected arrival (and advances) of Uncle Monty, the pairs wits and friendship are tested... Set in 1969, the year in which the hippy dreams of so many young Englishmen went sour, 1986's Bruce Robinson's Withnail and I is an enduring British cult. Withnail is played by the emaciated but defiantly effete Richard E Grant, ""I"" (i.e., Marwood) by Paul McGann. Out-of-work actors living in desperate penury in a rancid London flat, their lives are a continual struggle to keep warm, alive and in Marwood's case sane, until the pubs open. A sojourn in the country cottage of Withnail's Uncle Monty only redoubles their privations.",en,"['Handmade Films Ltd.', 'The Criterion Collection']",['United Kingdom'],,,7.4,173.0,14.316459
1203,Top Hat,1935,96.0,['Drama'],Sidney Lumet,"['Henry Fonda', 'Martin Balsam', 'John Fiedler']","['judge', 'jurors', 'sultriness', 'death penalty', 'father murder', 'puerto rican', 'anonymity', 'court case', 'heat', 'group', 'class', 'innocence', 'court', 'courtroom']","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",en,"['United Artists', 'Orion-Nova Productions']",['United States of America'],350000.0,1000000.0,8.2,2130.0,16.503959
1204,To Be or Not to Be,1942,216.0,"['Adventure', 'Drama', 'History', 'War']",David Lean,"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn']","['cairo', 'arabian', 'world war i', 'horse', 'jerusalem', 'british army', 'british empire', 'damascus', 'camel', 'war', 'desert', 'arab', 'ottoman empire']","An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",en,['Horizon Pictures (II)'],['United Kingdom'],15000000.0,69995385.0,7.8,870.0,10.893332
1205,"Secret Agent, The",1996,95.0,"['Drama', 'Thriller']",Christopher Hampton,"['Bob Hoskins', 'Patricia Arquette', 'Jim Broadbent']","['bomb', 'mentally disabled', 'brother-in-law', 'young wife', 'police inspector', 'greenwich london', 'older husband', 'shop owner']","London of the late 19th century is a haven for political exiles of all sorts - refugees, partisans, anarchists. Verloc has made his living spying for the Russian goverment, an agent provacateur of sorts, while simultaneously providing information to the London police, specifically Chief Inspector Heat. When the new Russian ambassador demands he prove his worth or lose his salary, Verloc sets off a tragic chain of events that involves his pretty young wife Winnie, her retarded brother Stevie, and a figure called the Professor, whose fascination with explosives and destruction makes him the person to call on when Verloc needs a bomb.",en,"['Twentieth Century Fox Film Corporation', 'Capitol Films', 'World Film Music Limited']",['United Kingdom'],,,5.0,7.0,2.943911
1206,Amos & Andrew,1993,136.0,"['Science Fiction', 'Drama']",Stanley Kubrick,"['Malcolm McDowell', 'Patrick Magee', 'Adrienne Corri']","['prison', 'street gang', 'rape', 'adolescence', 'sexuality', 'beethoven', 'parent child relationship', 'social worker', 'living together', 'society', 'dystopia', 'controversy', 'controversial', 'violence', 'futuristic society']","Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",en,"['Hawk Films', 'Warner Bros.']","['United Kingdom', 'United States of America']",2200000.0,26589000.0,8.0,3432.0,17.112594
1207,Jade,1995,129.0,"['Crime', 'Drama']",Robert Mulligan,"['Gregory Peck', 'Brock Peters', 'James Anderson']","['black people', 'based on novel', 'brother sister relationship', 'becoming an adult', 'isolation', 'arbitrary law', 'socially deprived family', 'tree house', 'wrong accusal', 'farm worker', 'intolerance', 'exclusion', 'court case', 'defence', 'right and justice', 'court', 'child']","In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",en,['Universal Pictures'],['United States of America'],2000000.0,13129846.0,7.9,676.0,14.284787
1208,Kiss of Death,1995,153.0,"['Drama', 'War']",Francis Ford Coppola,"['Martin Sheen', 'Marlon Brando', 'Robert Duvall']","['guerrilla', 'river', 'vietnam', 'vietcong', 'cambodia', 'army', 'insanity', 'tribe', 'green beret', 'jungle', 'apocalypse', 'death', 'napalm']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",en,"['United Artists', 'Zoetrope Studios']",['United States of America'],31500000.0,89460381.0,8.0,2112.0,13.5963
1209,Mixed Nuts,1994,175.0,['Western'],Sergio Leone,"['Henry Fonda', 'Claudia Cardinale', 'Jason Robards']","['showdown', 'bounty', 'bounty hunter', 'loss of brother', 'sadness', 'blackmail', 'harmonica', 'anti hero', 'auction', 'dying and death', 'peasant', 'insanity', 'spaghetti western']",This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,it,"['Paramount Pictures', 'Rafran Cinematografica', 'Fizia San Marco']","['Italy', 'Spain', 'United States of America']",5000000.0,5321508.0,8.1,1160.0,15.589351
1210,Virtuosity,1995,135.0,"['Adventure', 'Action', 'Science Fiction']",Richard Marquand,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']","As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",en,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],32350000.0,572700000.0,7.9,4763.0,14.586087
1211,Blue Sky,1994,128.0,"['Drama', 'Fantasy', 'Romance']",Wim Wenders,"['Bruno Ganz', 'Otto Sander', 'Solveig Dommartin']","['berlin', 'angel', 'circus', 'berlin wall', 'library', 'dream', 'immortality', 'mortality']",Wings of Desire is Wim Wender’s artistically beautiful film about the lonely and immortal life of angels during a post-war Berlin. It’s a poetic journey from the perspective of the angels of which one falls in love with a living woman and wants to become a mortal human thus giving up his heavenly life. Filmed in black and white and with a feeling of celebrating life.,de,"['Road Movies Filmproduktion GmbH', 'Argos Films', 'Westdeutscher Rundfunk (WDR)']","['Germany', 'France']",2500000.0,3200000.0,7.5,256.0,6.357321
1212,Flesh and Bone,1993,104.0,"['Thriller', 'Mystery']",Carol Reed,"['Joseph Cotten', 'Alida Valli', 'Orson Welles']","['austria', 'cemetery', 'famous score', 'black market', 'soviet troops', 'prater', 'british army', 'postwar period', 'occupying power', 'staged death', 'cover-up', 'romance', 'suspense', 'sewer', 'brit noir', 'amusement park', 'ferris wheel', 'film noir', 'vienna', 'zither', 'evasion']","Set in postwar Vienna, Austria, ""The Third Man"" stars Joseph Cotten as Holly Martins, a writer of pulp Westerns, who arrives penniless as a guest of his childhood chum Harry Lime, only to find him dead. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Maj. Calloway and falling head-over-heels for Harry's grief-stricken lover, Anna.",en,"['London Film Productions', 'British Lion Film Corporation', 'The Criterion Collection']",['United Kingdom'],,596349.0,7.9,431.0,8.513889
1213,Guilty as Sin,1993,145.0,"['Drama', 'Crime']",Martin Scorsese,"['Robert De Niro', 'Ray Liotta', 'Joe Pesci']","['prison', 'based on novel', 'florida', '1970s', 'mass murder', 'irish-american', 'drug traffic', 'biography', 'based on true story', 'murder', 'organized crime', 'gore', 'mafia', 'gangster', 'new york city', 'extreme violence', 'violence', 'brooklyn new york city', 'crime epic', 'tampa']","The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",en,['Winkler Films'],['United States of America'],25000000.0,46836394.0,8.2,3211.0,15.424092
1214,In the Realm of the Senses (Ai no corrida),1976,117.0,"['Horror', 'Action', 'Thriller', 'Science Fiction']",Ridley Scott,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright']","['android', 'countdown', 'space marine', 'space suit', 'beheading', 'dystopia', 'biology', 'cowardice', 'spaceship', 'space', 'alien', 'female protagonist', 'outer space', 'parasite', 'h. r. giger', 'xenomorph']","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",en,"['Twentieth Century Fox Film Corporation', 'Brandywine Productions']","['United States of America', 'United Kingdom']",11000000.0,104931801.0,7.9,4564.0,23.37742
1215,Barb Wire,1996,81.0,"['Fantasy', 'Horror', 'Comedy']",Sam Raimi,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert']","['prophecy', 'witch', 'swordplay', 'supermarket', 'castle', 'catapult', 'chain saw', 'time frame', 'skeleton', 'pit', 'windmill', 'incantation', 'time travel', 'undead', 'knight', 'zombie', 'middle ages', 'good and bad', 'necronomicon', 'doppelganger']","A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",en,"['Universal Pictures', 'Renaissance Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Dino De Laurentiis Company']",['United States of America'],11000000.0,,7.3,852.0,10.704612
1216,Kissed,1996,168.0,"['Adventure', 'Drama', 'Romance']",Luc Besson,"['Jean-Marc Barr', 'Jean Reno', 'Rosanna Arquette']","['italy', 'suicide', 'diving', 'ocean', 'competition', 'father son relationship', 'oxygen', 'sicily', 'dolphin', 'apnoe-diving', 'dying and death', 'friendship']","Two men answer the call of the ocean in this romantic fantasy-adventure. Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family). As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",fr,['Gaumont'],"['France', 'Italy', 'United States of America']",,,7.6,364.0,13.503815
1217,Assassins,1995,162.0,"['Action', 'Drama', 'History']",Akira Kurosawa,"['Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû']","['assassination', 'gun', 'castle', 'power', 'kingdom', 'greed', 'heir to the throne', 'epic', 'revenge', 'blood', 'descent into madness', 'seppuku', 'inheritance fight', 'ruins', 'musket', 'feudal japan', 'black widow', 'hopelessness', ""shakespeare's king lear""]","Set in Japan in the 16th century (or so), an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them, or cause them to turn on each other...and him...",ja,"['Nippon Herald Films', 'Greenwich Film Productions', 'Herald Ace']","['Japan', 'France']",11500000.0,4069653.0,7.9,349.0,12.250232
1218,Friday,1995,110.0,"['Action', 'Crime', 'Drama', 'Thriller']",John Woo,"['Chow Yun-fat', 'Danny Lee Sau-Yin', 'Sally Yeh']","['blindness and impaired vision', 'hitman', 'police', 'hong kong']","Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",cn,"['Film Workshop', 'Long Shong Pictures', 'Golden Princess Film Production Limited']",['Hong Kong'],,,7.6,179.0,8.019837
1219,"Goofy Movie, A",1995,109.0,"['Drama', 'Horror', 'Thriller']",Alfred Hitchcock,"['Anthony Perkins', 'Vera Miles', 'John Gavin']","['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'private detective', 'proto-slasher']","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",en,"['Paramount Pictures', 'Universal Pictures', 'Shamley Productions']",['United States of America'],806948.0,32000000.0,8.3,2405.0,36.826309
1220,Higher Learning,1995,133.0,"['Music', 'Comedy', 'Action', 'Crime']",John Landis,"['Dan Aykroyd', 'John Belushi', 'James Brown']","['dancing', 'prison', 'chicago', 'country music', 'nun', 'jazz', 'car journey', 'blues', 'nazis', 'music', 'concert', 'music instrument', ""children's home"", 'shopping mall', 'orphanage', 'winnebago', 'church', 'sunglasses', 'parole', 'car chase', 'music band', 'loudspeaker', 'saturday night live', 'wrigley field', 'holiday inn']","Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",en,['Universal Pictures'],['United States of America'],27000000.0,115229890.0,7.5,1092.0,10.076901
1221,When a Man Loves a Woman,1994,200.0,"['Drama', 'Crime']",Francis Ford Coppola,"['Al Pacino', 'Robert Duvall', 'Diane Keaton']","['italo-american', 'cuba', 'vororte', 'melancholy', 'praise', 'revenge', 'mafia', 'lawyer', 'blood', 'corrupt politician', 'bloody body of child', 'man punches woman']","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",en,"['Paramount Pictures', 'The Coppola Company']",['United States of America'],13000000.0,47542841.0,8.3,3418.0,36.629307
1222,Judgment Night,1993,116.0,"['Drama', 'War']",Stanley Kubrick,"['Matthew Modine', 'Adam Baldwin', ""Vincent D'Onofrio""]","['suicide', 'prostitute', 'helicopter', 'based on novel', 'journalism', 'sniper', 'propaganda', 'vietnam', 'recruit', 'war photographer', 'war correspondent', 'war', 'boot camp', 'rescue', 'jungle', 'infantry', 'sergeant', 'racism', 'violence', 'genocide', 'fighting', 'platoon', 'combat', 'discipline', 'obstacle course', 'peace sign', 'u.s. marine', 'mass grave', 'blanket party']",A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,en,"['Stanley Kubrick Productions', 'Warner Bros.', 'Natant']","['United Kingdom', 'United States of America']",17000000.0,46357676.0,7.9,2595.0,13.94148
1223,King of the Hill,1993,23.0,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Nick Park,['Peter Sallis'],"['moon', 'inventor', 'missile', 'cheese', 'robot', 'dog', 'ski']","Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",en,['Aardman Animations'],['United Kingdom'],,,7.4,199.0,7.617298
1224,"Scout, The",1994,137.0,"['War', 'Drama', 'History', 'Action', 'Romance']",Kenneth Branagh,"['Kenneth Branagh', 'Derek Jacobi', 'Brian Blessed']","['shakespeare', 'hero', 'kingdom', 'war', 'based on play or musical', 'gritty', 'medieval', 'king of england']",Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,en,"['BBC Films', 'Samuel Goldwyn Company', 'Renaissance Films']",['United Kingdom'],9000000.0,,7.4,73.0,7.307967
1225,Angus,1995,160.0,"['Drama', 'History', 'Music']",Miloš Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']","['italy', 'composer', 'opera', 'talent', 'musician', 'marriage crisis', 'god', 'murder', 'vienna austria', 'envy', '18th century']","The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",en,['Warner Bros.'],['United States of America'],18000000.0,51973029.0,7.8,1107.0,12.677592
1226,Night Falls on Manhattan,1997,129.0,"['Comedy', 'Drama', 'Romance']",John Ford,"['John Wayne', ""Maureen O'Hara"", 'Victor McLaglen']","['boxer', 'widow', 'love', 'cottage', 'train', 'ireland', 'fiery redhead']","Sean Thornton has returned from America to reclaim his homestead and escape his past. Sean's eye is caught by Mary Kate Danaher, the beautiful spinster and younger sister of ill-tempered ""Red"" Will Danaher. The riotous relationship that forms between Sean and Mary Kate, punctuated by Will's pugnacious attempts to keep them apart, form the plot, with Sean's past as the dark undercurrent.",en,['Republic Pictures'],['United States of America'],,,7.3,118.0,8.762386
1227,"Awfully Big Adventure, An",1995,229.0,"['Drama', 'Crime']",Sergio Leone,"['Robert De Niro', 'James Woods', 'Elizabeth McGovern']","['life and death', 'corruption', 'street gang', 'rape', 'sadistic', 'lovesickness', 'sexual abuse', 'money laundering', 'opium']","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",en,"['Warner Bros.', 'The Ladd Company']","['United States of America', 'Italy']",30000000.0,,8.3,1104.0,32.182851
1228,Under Siege 2: Dark Territory,1995,129.0,['Drama'],Martin Scorsese,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty']","['transporter', 'jealousy', 'violent husband', 'paranoia', 'boxer', 'biography', 'fistfight', 'broken nose', 'sport', 'domestic violence', 'extreme violence', 'over-the-hill fighter']","When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",en,['United Artists'],['United States of America'],18000000.0,23000000.0,7.7,968.0,8.868558
1229,Poison Ivy II,1995,106.0,"['Drama', 'Romance', 'Thriller']",Anne Goursaud,"['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley']","['sex', 'obsession', 'diary', 'murder', 'student', 'lust', 'art', 'woman director', 'erotic movie']","A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",en,"['New Line Cinema', 'CineTel Pictures', 'MG Entertainment']",['United States of America'],,,4.6,32.0,6.448039
1230,Ready to Wear (Pret-A-Porter),1994,93.0,"['Comedy', 'Drama', 'Romance']",Woody Allen,"['Woody Allen', 'Diane Keaton', 'Tony Roberts']","['narration', 'neurosis', 'comedian', 'job interview', 'love', 'singer', 'jewish', 'breaking the fourth wall', 'talking to the audience', 'volkswagen beetle']","In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",en,['United Artists'],['United States of America'],4000000.0,38251425.0,7.8,1044.0,18.146043
